platform_number,latitude,longitude,date,cycle_number,pressure,temperature,salinity
1901290,-61.2951,63.3505,,247,217.60000610351562,1.934999942779541,34.577999114990234
1901290,-61.2951,63.3505,,247,228.10000610351562,1.965999960899353,34.582000732421875
1901290,-61.2951,63.3505,,247,238.60000610351562,1.9620000123977661,34.58700180053711
1901290,-61.2951,63.3505,,247,247.3000030517578,1.9609999656677246,34.599998474121094
1901290,-61.2951,63.3505,,247,257.8999938964844,1.9780000448226929,34.608001708984375
1901290,-61.2951,63.3505,,247,268.5,1.9859999418258667,34.6150016784668
1901290,-61.2951,63.3505,,247,278.70001220703125,1.996000051498413,34.6150016784668
1901290,-61.2951,63.3505,,247,289.1000061035156,1.9859999418258667,34.61800003051758
1901290,-61.2951,63.3505,,247,299.5,1.9809999465942383,34.625
1901290,-61.2951,63.3505,,247,307.1000061035156,1.9859999418258667,34.62699890136719
1901290,-61.2951,63.3505,,247,317.6000061035156,1.9789999723434448,34.63399887084961
1901290,-61.2951,63.3505,,247,329.3999938964844,1.9730000495910645,34.6349983215332
1901290,-61.2951,63.3505,,247,337.3999938964844,1.9579999446868896,34.64400100708008
1901290,-61.2951,63.3505,,247,348.3999938964844,1.9570000171661377,34.64899826049805
1901290,-61.2951,63.3505,,247,359.5,1.965999960899353,34.652000427246094
1901290,-61.2951,63.3505,,247,377.29998779296875,1.9700000286102295,34.654998779296875
1901290,-61.2951,63.3505,,247,398.1000061035156,1.996999979019165,34.665000915527344
1901290,-61.2951,63.3505,,247,419.5,1.9930000305175781,34.66699981689453
1901290,-61.2951,63.3505,,247,437.29998779296875,1.9819999933242798,34.67499923706055
1901290,-61.2951,63.3505,,247,457.8999938964844,1.9620000123977661,34.676998138427734
1901290,-61.2951,63.3505,,247,478.70001220703125,1.9459999799728394,34.68600082397461
1901290,-61.2951,63.3505,,247,497.1000061035156,1.944000005722046,34.689998626708984
1901290,-61.2951,63.3505,,247,546.2999877929688,1.9220000505447388,34.69900131225586
1901290,-61.2951,63.3505,,247,597.0,1.8880000114440918,34.70500183105469
1901290,-61.2951,63.3505,,247,646.2999877929688,1.8739999532699585,34.71699905395508
1901290,-61.2951,63.3505,,247,697.9000244140625,1.809000015258789,34.72800064086914
1901290,-61.2951,63.3505,,247,796.7000122070312,1.7489999532699585,34.72800064086914
1901290,-61.2951,63.3505,,247,896.9000244140625,1.7239999771118164,34.73400115966797
1901290,-61.2951,63.3505,,247,999.0,1.6449999809265137,34.73500061035156
1901290,-61.2951,63.3505,,247,1096.300048828125,1.5390000343322754,34.731998443603516
1901290,-61.2951,63.3505,,247,1194.5,1.4589999914169312,34.731998443603516
1901290,-61.2951,63.3505,,247,1299.4000244140625,1.3329999446868896,34.72600173950195
1901290,-61.2951,63.3505,,247,1397.699951171875,1.253000020980835,34.7239990234375
1901290,-61.2951,63.3505,,247,1498.5999755859375,1.1790000200271606,34.72100067138672
1901290,-61.2951,63.3505,,247,1598.9000244140625,1.0880000591278076,34.71500015258789
1901290,-61.2951,63.3505,,247,1699.9000244140625,0.996999979019165,34.70899963378906
1901290,-61.2951,63.3505,,247,1793.5,0.9169999957084656,34.70500183105469
1901290,-61.2951,63.3505,,247,1899.4000244140625,0.8379999995231628,34.69900131225586
1901300,-32.3629,44.0465,,248,6.199999809265137,19.871999740600586,35.57400131225586
1901300,-32.3629,44.0465,,248,10.600000381469727,19.72800064086914,35.564998626708984
1901300,-32.3629,44.0465,,248,15.0,19.643999099731445,35.446998596191406
1901300,-32.3629,44.0465,,248,20.100000381469727,19.344999313354492,35.51599884033203
1901300,-32.3629,44.0465,,248,24.799999237060547,19.225000381469727,35.42499923706055
1901300,-32.3629,44.0465,,248,30.399999618530273,18.856000900268555,35.18199920654297
1901300,-32.3629,44.0465,,248,35.400001525878906,18.270999908447266,35.48699951171875
1901300,-32.3629,44.0465,,248,40.400001525878906,18.163000106811523,35.36800003051758
1901300,-32.3629,44.0465,,248,45.0,17.78499984741211,35.47800064086914
1901300,-32.3629,44.0465,,248,50.400001525878906,17.610000610351562,35.53099822998047
1901300,-32.3629,44.0465,,248,54.70000076293945,17.576000213623047,35.46699905395508
1901300,-32.3629,44.0465,,248,60.099998474121094,17.393999099731445,35.555999755859375
1901300,-32.3629,44.0465,,248,64.69999694824219,17.371999740600586,35.5359992980957
1901300,-32.3629,44.0465,,248,70.30000305175781,17.332000732421875,35.48899841308594
1901300,-32.3629,44.0465,,248,75.0999984741211,17.260000228881836,35.45500183105469
1901300,-32.3629,44.0465,,248,80.19999694824219,17.0310001373291,35.52799987792969
1901300,-32.3629,44.0465,,248,84.30000305175781,16.996999740600586,35.51100158691406
1901300,-32.3629,44.0465,,248,90.0,16.895000457763672,35.53099822998047
1901300,-32.3629,44.0465,,248,94.4000015258789,16.833999633789062,35.547000885009766
1901300,-32.3629,44.0465,,248,99.9000015258789,16.809999465942383,35.53799819946289
1901300,-32.3629,44.0465,,248,109.9000015258789,16.729000091552734,35.51300048828125
1901300,-32.3629,44.0465,,248,117.80000305175781,16.641000747680664,35.47200012207031
1901300,-32.3629,44.0465,,248,130.5,16.482999801635742,35.46900177001953
1901300,-32.3629,44.0465,,248,140.5,16.332000732421875,35.52399826049805
1901300,-32.3629,44.0465,,248,150.1999969482422,16.288000106811523,35.52899932861328
1901300,-32.3629,44.0465,,248,160.39999389648438,16.256999969482422,35.50299835205078
1901300,-32.3629,44.0465,,248,169.8000030517578,16.187000274658203,35.520999908447266
1901300,-32.3629,44.0465,,248,180.3000030517578,16.14299964904785,35.50299835205078
1901300,-32.3629,44.0465,,248,190.0,16.075000762939453,35.481998443603516
1901300,-32.3629,44.0465,,248,199.89999389648438,15.979999542236328,35.51599884033203
1901300,-32.3629,44.0465,,248,210.10000610351562,15.946999549865723,35.52199935913086
1901300,-32.3629,44.0465,,248,220.0,15.932999610900879,35.513999938964844
1901300,-32.3629,44.0465,,248,230.3000030517578,15.902000427246094,35.51100158691406
1901300,-32.3629,44.0465,,248,240.5,15.873000144958496,35.51100158691406
1901300,-32.3629,44.0465,,248,249.8000030517578,15.842000007629395,35.50199890136719
1901300,-32.3629,44.0465,,248,259.8999938964844,15.744000434875488,35.48699951171875
1901300,-32.3629,44.0465,,248,269.70001220703125,15.677000045776367,35.499000549316406
1901300,-32.3629,44.0465,,248,280.5,15.630999565124512,35.47700119018555
1901300,-32.3629,44.0465,,248,290.20001220703125,15.527000427246094,35.48500061035156
1901300,-32.3629,44.0465,,248,300.1000061035156,15.446000099182129,35.4640007019043
1901300,-32.3629,44.0465,,248,310.0,15.36400032043457,35.43899917602539
1901300,-32.3629,44.0465,,248,320.1000061035156,15.25,35.42399978637695
1901300,-32.3629,44.0465,,248,330.20001220703125,15.065999984741211,35.3849983215332
1901300,-32.3629,44.0465,,248,340.70001220703125,14.873000144958496,35.39500045776367
1901300,-32.3629,44.0465,,248,350.20001220703125,14.782999992370605,35.316001892089844
1901300,-32.3629,44.0465,,248,360.3999938964844,14.595999717712402,35.25899887084961
1901300,-32.3629,44.0465,,248,379.70001220703125,14.303999900817871,35.297000885009766
1901300,-32.3629,44.0465,,248,400.0,14.118000030517578,35.31999969482422
1901300,-32.3629,44.0465,,248,419.8999938964844,13.987000465393066,35.327999114990234
1901300,-32.3629,44.0465,,248,440.1000061035156,13.888999938964844,35.3129997253418
1901300,-32.3629,44.0465,,248,460.1000061035156,13.720000267028809,35.22999954223633
1901300,-32.3629,44.0465,,248,479.70001220703125,13.470000267028809,35.229000091552734
1901300,-32.3629,44.0465,,248,500.5,13.211999893188477,35.22700119018555
1901300,-32.3629,44.0465,,248,550.5,12.652999877929688,35.15399932861328
1901300,-32.3629,44.0465,,248,600.0999755859375,12.211000442504883,35.042999267578125
1901300,-32.3629,44.0465,,248,649.9000244140625,11.48799991607666,34.91600036621094
1901300,-32.3629,44.0465,,248,699.9000244140625,10.970000267028809,34.8390007019043
1901300,-32.3629,44.0465,,248,800.2999877929688,9.550999641418457,34.715999603271484
1901300,-32.3629,44.0465,,248,900.2999877929688,8.732000350952148,34.63800048828125
1901300,-32.3629,44.0465,,248,1000.0999755859375,7.965000152587891,34.529998779296875
1901300,-32.3629,44.0465,,248,1097.699951171875,7.22599983215332,34.47600173950195
1901331,-4.285,65.823,,232,4.199999809265137,29.58799934387207,34.41600036621094
1901331,-4.285,65.823,,232,6.0,29.54199981689453,34.41400146484375
1901331,-4.285,65.823,,232,8.0,29.406999588012695,34.41299819946289
1901331,-4.285,65.823,,232,10.0,29.368000030517578,34.41400146484375
1901331,-4.285,65.823,,232,12.0,29.361000061035156,34.41600036621094
1901331,-4.285,65.823,,232,14.0,29.350000381469727,34.41699981689453
1901331,-4.285,65.823,,232,16.0,29.3439998626709,34.417999267578125
1901331,-4.285,65.823,,232,18.0,29.334999084472656,34.41699981689453
1901331,-4.285,65.823,,232,20.0,29.320999145507812,34.41600036621094
1901331,-4.285,65.823,,232,22.0,29.31399917602539,34.41699981689453
1901331,-4.285,65.823,,232,24.0,29.298999786376953,34.417999267578125
1901331,-4.285,65.823,,232,26.0,29.27899932861328,34.41999816894531
1901331,-4.285,65.823,,232,28.0,29.273000717163086,34.43199920654297
1901331,-4.285,65.823,,232,30.0,29.263999938964844,34.43899917602539
1901331,-4.285,65.823,,232,32.0,29.243999481201172,34.448001861572266
1901331,-4.285,65.823,,232,34.0,29.209999084472656,34.457000732421875
1901331,-4.285,65.823,,232,36.0,29.170000076293945,34.46799850463867
1901331,-4.285,65.823,,232,38.0,29.089000701904297,34.49599838256836
1901331,-4.285,65.823,,232,40.0,28.99799919128418,34.52799987792969
1901331,-4.285,65.823,,232,42.0,28.922000885009766,34.55799865722656
1901331,-4.285,65.823,,232,44.0,28.87299919128418,34.571998596191406
1901331,-4.285,65.823,,232,46.0,28.856000900268555,34.58100128173828
1901331,-4.285,65.823,,232,48.0,28.82200050354004,34.59199905395508
1901331,-4.285,65.823,,232,50.0,28.792999267578125,34.60100173950195
1901331,-4.285,65.823,,232,52.0,28.764999389648438,34.608001708984375
1901331,-4.285,65.823,,232,54.0,28.753999710083008,34.61800003051758
1901331,-4.285,65.823,,232,56.0,28.733999252319336,34.62099838256836
1901331,-4.285,65.823,,232,58.0,28.697999954223633,34.630001068115234
1901331,-4.285,65.823,,232,60.0,28.68899917602539,34.637001037597656
1901331,-4.285,65.823,,232,62.0,28.665000915527344,34.65599822998047
1901331,-4.285,65.823,,232,64.0,28.645999908447266,34.67399978637695
1901331,-4.285,65.823,,232,66.0,28.636999130249023,34.676998138427734
1901331,-4.285,65.823,,232,68.0,28.625,34.69300079345703
1901331,-4.285,65.823,,232,70.0,28.607999801635742,34.731998443603516
1901331,-4.285,65.823,,232,72.0,28.615999221801758,34.744998931884766
1901331,-4.285,65.823,,232,74.0,28.628999710083008,34.7599983215332
1901331,-4.285,65.823,,232,76.0,28.59000015258789,34.777000427246094
1901331,-4.285,65.823,,232,78.0,28.53700065612793,34.77799987792969
1901331,-4.285,65.823,,232,80.0,28.448999404907227,34.77399826049805
1901331,-4.285,65.823,,232,82.0,28.39900016784668,34.78499984741211
1901331,-4.285,65.823,,232,84.0999984741211,28.312000274658203,34.78099822998047
1901331,-4.285,65.823,,232,86.0999984741211,28.30699920654297,34.779998779296875
1901331,-4.285,65.823,,232,88.0,28.280000686645508,34.78200149536133
1901331,-4.285,65.823,,232,90.0,28.19499969482422,34.79899978637695
1901331,-4.285,65.823,,232,92.0,28.06100082397461,34.81100082397461
1901331,-4.285,65.823,,232,93.9000015258789,27.82699966430664,34.82899856567383
1901331,-4.285,65.823,,232,96.4000015258789,27.32900047302246,34.88399887084961
1901331,-4.285,65.823,,232,98.0,26.884000778198242,34.93899917602539
1901331,-4.285,65.823,,232,100.0999984741211,26.20199966430664,35.01499938964844
1901331,-4.285,65.823,,232,101.80000305175781,26.599000930786133,34.972999572753906
1901331,-4.285,65.823,,232,104.0,25.47599983215332,35.0880012512207
1901331,-4.285,65.823,,232,106.30000305175781,25.17300033569336,35.11800003051758
1901331,-4.285,65.823,,232,107.5,24.334999084472656,35.18299865722656
1901331,-4.285,65.823,,232,110.0,23.601999282836914,35.222999572753906
1901331,-4.285,65.823,,232,112.0,23.481000900268555,35.22700119018555
1901331,-4.285,65.823,,232,114.0999984741211,23.270000457763672,35.23099899291992
1901331,-4.285,65.823,,232,115.9000015258789,22.85099983215332,35.22700119018555
1901331,-4.285,65.823,,232,118.0,22.023000717163086,35.21200180053711
1901331,-4.285,65.823,,232,120.0,21.660999298095703,35.207000732421875
1901331,-4.285,65.823,,232,121.9000015258789,21.405000686645508,35.20000076293945
1901331,-4.285,65.823,,232,124.0,20.88800048828125,35.19300079345703
1901331,-4.285,65.823,,232,126.0,20.520999908447266,35.20600128173828
1901331,-4.285,65.823,,232,128.0,20.492000579833984,35.20800018310547
1901331,-4.285,65.823,,232,130.0,20.481000900268555,35.20899963378906
1901331,-4.285,65.823,,232,132.0,20.47599983215332,35.21200180053711
1901331,-4.285,65.823,,232,134.0,20.475000381469727,35.2140007019043
1901331,-4.285,65.823,,232,136.0,20.44700050354004,35.22800064086914
1901331,-4.285,65.823,,232,138.0,20.327999114990234,35.237998962402344
1901331,-4.285,65.823,,232,140.0,20.195999145507812,35.24300003051758
1901331,-4.285,65.823,,232,142.0,20.101999282836914,35.249000549316406
1901331,-4.285,65.823,,232,144.0,20.041000366210938,35.24599838256836
1901331,-4.285,65.823,,232,146.10000610351562,19.582000732421875,35.22200012207031
1901331,-4.285,65.823,,232,147.89999389648438,18.871000289916992,35.194000244140625
1901331,-4.285,65.823,,232,150.0,18.02199935913086,35.172000885009766
1901331,-4.285,65.823,,232,152.0,17.652999877929688,35.15299987792969
1901331,-4.285,65.823,,232,154.0,17.535999298095703,35.143001556396484
1901331,-4.285,65.823,,232,156.0,17.46500015258789,35.13199996948242
1901331,-4.285,65.823,,232,158.0,17.27400016784668,35.11399841308594
1901331,-4.285,65.823,,232,160.0,17.065000534057617,35.117000579833984
1901331,-4.285,65.823,,232,162.0,16.93199920654297,35.132999420166016
1901331,-4.285,65.823,,232,164.0,16.798999786376953,35.154998779296875
1901331,-4.285,65.823,,232,166.0,16.85099983215332,35.20100021362305
1901331,-4.285,65.823,,232,168.0,16.854000091552734,35.20500183105469
1901331,-4.285,65.823,,232,170.0,16.820999145507812,35.20600128173828
1901331,-4.285,65.823,,232,172.0,16.62700080871582,35.20100021362305
1901331,-4.285,65.823,,232,174.0,16.336999893188477,35.17900085449219
1901331,-4.285,65.823,,232,176.0,16.211000442504883,35.165000915527344
1901331,-4.285,65.823,,232,178.0,15.925000190734863,35.14400100708008
1901331,-4.285,65.823,,232,180.0,15.770000457763672,35.13600158691406
1901331,-4.285,65.823,,232,182.0,15.623000144958496,35.12699890136719
1901331,-4.285,65.823,,232,184.0,15.493000030517578,35.12300109863281
1901331,-4.285,65.823,,232,186.0,15.387999534606934,35.11899948120117
1901331,-4.285,65.823,,232,188.0,15.208000183105469,35.11800003051758
1901331,-4.285,65.823,,232,190.0,15.095000267028809,35.112998962402344
1901331,-4.285,65.823,,232,192.0,14.918000221252441,35.10900115966797
1901331,-4.285,65.823,,232,194.0,14.605999946594238,35.10499954223633
1901331,-4.285,65.823,,232,196.0,14.428000450134277,35.10200119018555
1901331,-4.285,65.823,,232,198.0,14.347000122070312,35.099998474121094
1901331,-4.285,65.823,,232,200.0,14.234000205993652,35.09700012207031
1901331,-4.285,65.823,,232,202.0,14.071999549865723,35.09700012207031
1901331,-4.285,65.823,,232,204.0,14.022000312805176,35.09700012207031
1901331,-4.285,65.823,,232,206.0,13.942999839782715,35.09700012207031
1901331,-4.285,65.823,,232,208.0,13.861000061035156,35.09199905395508
1901331,-4.285,65.823,,232,210.0,13.753000259399414,35.09000015258789
1901331,-4.285,65.823,,232,212.0,13.687999725341797,35.0890007019043
1901331,-4.285,65.823,,232,214.0,13.593999862670898,35.08599853515625
1901331,-4.285,65.823,,232,216.0,13.508999824523926,35.08399963378906
1901331,-4.285,65.823,,232,218.0,13.477999687194824,35.08300018310547
1901331,-4.285,65.823,,232,220.0,13.451000213623047,35.08300018310547
1901331,-4.285,65.823,,232,222.0,13.42300033569336,35.08300018310547
1901331,-4.285,65.823,,232,224.0,13.406999588012695,35.082000732421875
1901331,-4.285,65.823,,232,226.0,13.383000373840332,35.082000732421875
1901331,-4.285,65.823,,232,228.0,13.345000267028809,35.08000183105469
1901331,-4.285,65.823,,232,230.0,13.324000358581543,35.07899856567383
